text,news_link,label,outlet,topic,type,label_opinion,biased_words,uuid,text_length
A tear slipped down the cheek of Ghanaian-German artist Zohra Opoku as she recalled how the global Black Lives Matter had kindled her pain and anger while she was stranded away from home due to coronavirus lockdowns.,https://www.reuters.com/article/us-global-race-ghana-artist-idUSKBN2441D5?taid=5effd946795f4d0001584223&utm_campaign=trueAnthem:+Trending+Content&utm_medium=trueAnthem&utm_source=twitter,1,Reuters,black lives matter,2,Entirely factual,[],Jd2RnzZfnpH2SGhZJKuTiZ,37
The free health care for DACA illegal aliens provision is just one of many major changes to the nation’s immigration system.,http://feedproxy.google.com/~r/breitbart/~3/0tctUUU8Vao/,1,Breitbart,universal health care,0,Somewhat factual but also opinionated,"['illegal', 'aliens']",QQZtLPbjj7F8iBU4XVqCwN,21
"In Philadelphia, there were also reports that the city was ignoring social distancing standards by cramming their new voting machines (one per jurisdiction) into multi-precinct voting locations, which forced voters and poll workers to stand on top of each other.",https://www.alternet.org/2020/06/we-just-got-a-sneak-peek-of-what-the-november-election-could-look-like/,1,Alternet,elections-2020,1,Entirely factual,['cramming'],BA5iFM9TVuEjpARpFCTGMq,40
"Like the costly and controversial Green New Deal, which Booker co-sponsored in the form of a Senate resolution, Booker’s plan aims to address both climate change and economic inequality.",https://www.foxnews.com/politics/booker-unveils-3-trillion-plan-for-climate-change-creating-environmental-justice-fund?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A%20foxnews%2Fpolitics%20%28Internal%20-%20Politics%20-%20Text%29,1,Fox News,environment,0,Somewhat factual but also opinionated,"['costly', 'controversial']",rHaCFud5Ngd8a48vftA6Lq,29
White nationalist arrested for alleged threat against Ohio Jewish community center.,https://www.nbcnews.com/news/us-news/white-nationalist-arrested-alleged-threat-against-ohio-jewish-community-center-n1043726,0,MSNBC,white-nationalism,1,Entirely factual,[],cFTxdMXdDjse8NBpj67B9c,11
"Paul Whelan, the former U.S. Marine held in Moscow on spying charges, had online contact with more than 20 Russians with military backgrounds, an analysis of social media shows.",http://feeds.reuters.com/~r/Reuters/worldNews/~3/UZ6lsTlof2I/former-u-s-marine-held-for-spying-had-russian-contacts-with-military-backgrounds-idUSKCN1P41XF,0,Reuters,international-politics-and-world-news,2,Entirely factual,[],HjLjAwtWQhDDEvNdpFf5yz,29
"When President Trump rolled out his recent budget proposal, it made some cuts that were always going to cause controversy. For one thing, his plan would slash subsidized student loan repayment plans, and let the government crack down on missed payments.",https://thefederalist.com/2018/03/19/student-debt-crisis-students-fault-shouldnt-get-bailout/,1,Federalist,student-debt,0,Somewhat factual but also opinionated,"['crack', 'down']",XG694X2vUfJyN2gmUcL3b8,41
"Exempting battery engines from taxes imposed on diesel and petrol cars has upended Norway’s auto market, elevating brands like Tesla and Nissan, with its Leaf model, while hurting sales of Toyota, Daimler and others.",https://www.reuters.com/article/us-norway-autos/tesla-boom-lifts-norways-electric-car-sales-to-58-percent-market-share-idUSKCN1RD2BB,0,Reuters,taxes,2,Entirely factual,[],Mxeb6Gjjh9anx2fJKsZXPd,34
"Numerous posts claim the virus has been patented — and some even suggest, incorrectly, that the virus was made in a lab and a vaccine already exists.",https://eu.usatoday.com/story/news/nation/2020/01/25/wuhan-coronavirus-bogus-conspiracy-theory-spreads-social-media/4569180002/,0,USA Today,coronavirus,2,Entirely factual,[],b83pi8HWxoNiFT2rGgoXwq,27
"Until recently, there seemed to be no broader plan behind NeverTrump’s early, and vigorous, opposition to Trump and his administration. But the contours of a plan have begun to emerge, particularly on social media, where the movement’s criticism of Trump alternates with praise for some of his opponents in the 2016 Republican primary.",https://www.breitbart.com/politics/2017/07/25/plan-emerges-nevertrump-primary-trump-2020/,1,Breitbart,trump-presidency,0,Somewhat factual but also opinionated,[],VYSjhpbTekAofQmnpXkDNT,53
The fact that the abortion rate among American blacks is far higher than the rate for whites is routinely chronicled and mourned.,https://thefederalist.com/2019/09/27/stop-blaming-pro-lifers-for-the-lefts-racism/?utm_source=The+Federalist+List&utm_campaign=22f3c24165-RSS_The_Federalist_Daily_Updates_w_Transom&utm_medium=email&utm_term=0_cfcb868ceb-22f3c24165-83771301,1,Federalist,abortion,0,Somewhat factual but also opinionated,[],Rb2uKQJUQPyN9tK6Z5QXWR,22
"An armed civilian stood with an unarmed female protester on Sunday at the door of the REI store in Santa Monica, California, turning away a group of would-be looters who tried to smash into the store during a Black Lives Matter protest.",http://feedproxy.google.com/~r/breitbart/~3/CQerZIG3-XI/,0,Breitbart,black lives matter,0,Entirely factual,"['would-be', 'looters']",5DbghewDQMfq2FUk7QkQC6,42
"In September, Trump made roughly his ten-zillionth claim that he had a ""much better"" health care plan than Biden, despite having no health care plan. ",https://www.alternet.org/2020/10/ralph-nader-mitch-mcconnell-is-brazen-evil-cruel-and-the-last-thing-he-deserves-is-a-seventh-term/,1,Alternet,universal health care,1,Expresses writer’s opinion,"['ten-zillionth', 'claim']",GSDdUXDecdj6WR53qXTkid,25
"Last week, Ankara broke the 2015 agreement with Brussels in which it would stop the illegal flow of migrants through Turkey in exchange for money and continuing EU accession talks, and opened the gates which resulted in thousands of migrants amassing on the near-east country’s land border with Greece.",https://www.breitbart.com/europe/2020/03/05/hungary-vows-it-will-protect-europe-illegal-mass-migration-again/,1,Breitbart,immigration,0,Somewhat factual but also opinionated,['amassing'],9rWhm6qjfQvUH5r6xR7e54,49
"A federal judge dismissed the United States women’s soccer team’s bid for equal pay on Friday, rejecting claims the players had been underpaid in a crushing defeat for the reigning world champions.",https://www.breitbart.com/news/judge-rules-against-us-womens-soccer-team-in-equal-pay-case-2/,0,Breitbart,sport,0,Somewhat factual but also opinionated,['crushing'],UiEjjAxjToittRsig6pKZe,32
"The conservative Heartland Institute released a report on Tuesday in which it criticized leading politicians, activists, and media outlets for using the coronavirus to push their environmental agenda.",https://www.foxnews.com/politics/heartland-report-climate-alarmists-coronavirus,0,Fox News,environment,0,Entirely factual,[],a8KQeMrKoKbJWfWCBbxSkB,28
Trump has shown at best a hazy grasp of his actual powers during his presidency and instead has made broad statements about his authority under the Constitution.,https://www.huffpost.com/entry/trump-fascist-reelection-authoritarianism_n_5ed816e5c5b6c0b2f10e5775,1,HuffPost,trump-presidency,1,No agreement,"['hazy', 'grasp']",MA25cchHWr2c8dpTgBNHtY,27
"On Sunday, the Observatory said pro-Ankara fighters executed three civilians who were hiding in an industrial part of Ras al-Ain.",https://www.breitbart.com/news/kurdish-fighters-withdraw-from-besieged-syria-town/,0,Breitbart,international-politics-and-world-news,0,Entirely factual,[],KP75kcur6Mo3sxiyqyCdUT,20
"Trump and his attorneys have been aggressively fighting the office of Manhattan DA Cyrus Vance, claiming that because the president enjoys “absolute immunity,” he is under no obligation to share his financial records with Vance and other prosecutors.",https://www.alternet.org/2020/07/supreme-court-says-manhattan-prosecutors-can-obtain-trumps-financial-records/,1,Alternet,taxes,1,Somewhat factual but also opinionated,"['claiming', 'aggressively']",WunzahoMJ6rsYz8C9ncaAN,38
"South Bend Mayor Pete Buttigieg, a Democratic candidate for president in 2020, called out President Donald Trump for not doing enough to nip white nationalism in the bud, and thereby being partially responsible for mass shootings like the one in El Paso on Saturday.",https://www.alternet.org/2019/08/pete-buttigieg-trump-isnt-doing-his-part-to-stop-white-nationalism-that-is-killing-americans/,1,Alternet,white-nationalism,1,Entirely factual,[],REMCH7j2ZsJEWH6E6aF4bX,44
Former Vice President Joe Biden lied on Monday about his past position on the best way to deal with the novel Wuhan coronavirus rapidly spreading worldwide that would eventually bloom into a global pandemic.,https://thefederalist.com/2020/06/02/joe-biden-lies-in-a-church-about-past-position-on-coronavirus/,1,Federalist,coronavirus,0,Expresses writer’s opinion,"['lied', 'Wuhan', 'bloom']",uxBvLGMeHsxECXp6DvCGf6,34
"At the time, Moynihan was primarily concerned that irresponsible politicians promising their constituents an insupportable array of handouts would jeopardize America’s economic well-being. ",https://thefederalist.com/2020/01/16/how-americas-looming-debt-crisis-could-spark-the-next-great-awakening/,1,Federalist,student-debt,0,Somewhat factual but also opinionated,"['jeopardize', 'irresponsible']",TuzGVMoX9sgkyxqYWFrhTf,23
But the sclerotic bureaucracy that rules the healthcare system itself is an abject disaster and a national embarrassment.,http://feedproxy.google.com/~r/breitbart/~3/M1xgKTs6UKg/,1,Breitbart,universal health care,0,Expresses writer’s opinion,"['sclerotic', 'disaster', 'embarrassment', 'bureaucracy', 'abject']",ppeuxUHiG5F4TGcJXd8nA6,18
"A Black man who was stopped on his bicycle for an alleged “vehicle code” violation was shot to death by two Los Angeles sheriff’s deputies, who fired 15 to 20 rounds after the man punched one officer and dropped a pistol on the ground, authorities said on Tuesday.",https://www.reuters.com/article/us-global-race-usa-los-angeles/l-a-sheriffs-deputies-fatally-shoot-black-man-after-suspected-bike-violation-idUSKBN25S606,0,Reuters,gun control,2,Entirely factual,[],XgJKXre2iTmrQsWx868uKM,48
"Instead of motivating kids to payback their loans, Clinton’s plan might actually lead to the decline in liberal arts enrollment.",https://thefederalist.com/2015/08/17/mark-cuban-hillarys-college-plan-wont-reduce-student-debt/,1,Federalist,student-debt,0,Somewhat factual but also opinionated,[],yS26c3Vnp52Qqw8fskiiXB,20
"The decision upends a determination by Republican Secretary of State Tre Hargett’s office that fear of catching or unwittingly spreading the virus at the polls wouldn’t qualify someone to vote by mail, The state argued such an expansion wouldn’t be feasible for the 2020 elections, claiming lack of money, personnel and equipment for increased voting by mail, among other concerns.",https://www.huffpost.com/entry/tennessee-vote-by-mail-ruling_n_5ed9ffb4c5b6bc618d781a52,0,HuffPost,elections-2020,1,Entirely factual,[],j5f2ZdnRCcbmPsxf5EPwzB,60
"In an era in which domestic terrorism is an increasingly deadly societal scourge, it’s dangerous when a sitting American president lies to rabid followers with tales of infants being executed in medical facilities.",http://www.msnbc.com/rachel-maddow-show/trumps-lies-about-abortion-take-alarming-and-incendiary-turn,1,MSNBC,abortion,1,Expresses writer’s opinion,"['scourge', 'rabid', 'followers', 'lies']",QJ8jyydDMA2mfnwT2U8MZk,33
"U.S. prosecutors on Friday unveiled charges against 18 Portland, Oregon protesters ranging from assaulting police to arson and trespassing, a day after the Trump administration expanded the deployment of tactical police to Seattle.",https://in.reuters.com/article/global-race-portland-protests/thousands-gather-outside-central-police-precinct-as-portland-protests-continue-idINKCN24P0NW,0,Reuters,black lives matter,2,Entirely factual,[],YvWKvAe6zBmQ2giv5wgZFq,33
"...immigrants as criminals and eugenics, all of which were once considered fringe and extreme. White nationalists embrace white supremacist and white separatist views.",https://www.nbcnews.com/news/latino/after-stephen-miller-s-white-nationalist-views-outed-latinos-ask-n1096071,1,MSNBC,white-nationalism,1,Expresses writer’s opinion,"['criminals', 'fringe', 'extreme']",byALKXDH3pQnFcqBSTPha8,23
"Larry Kudlow, one of President Donald Trump’s main economic advisers, told the Republican National Convention (RNC) on Tuesday night that Joe Biden’s plan to raise taxes as the economy emerged from the coronavirus pandemic was “crazy.”",http://feedproxy.google.com/~r/breitbart/~3/yYCQ_Uy6J1Q/,0,Breitbart,taxes,0,Entirely factual,[],JYZQ88UraUJXWr56jvn2uX,36
"Virginia’s House Republican leader said on Saturday that white supremacists and any other groups trying to spread “hate, violence, or civil unrest” were not welcome at a pro-gun rally in the state’s capital on Monday, which is expected to draw thousands.",https://www.reuters.com/article/us-usa-guns-rally/ahead-of-tinder-box-virginia-gun-rally-trump-says-constitution-under-attack-idUSKBN1ZH09W?feedType=RSS&feedName=topNews,1,Reuters,gun control,2,Entirely factual,[],dJFNL8JbU2aqdXAXyunuAh,41
"Transgender ideology says each persons’ preferences are — and should be — unconnected from their bodies. It says that men and women are interchangeable, and can switch their sex by switching their own sense of “gender identity” so that men who say they are women really do become biological women, complete with female penises.",https://www.breitbart.com/politics/2019/04/05/ocasio-cortez-draft-all-genders-for-the-military/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,1,Breitbart,gender,0,Somewhat factual but also opinionated,"['ideology', 'female', 'penises']",u3iHWhE37oHgnurRrYpK3e,54
